/* DATA DESCRIPTION:
Citation:	Gkinis, Vasileios; Simonsen, Sebastian B; Buchardt, Susanne L; White, James W C; Vinther, Bo M (2014): Accumulation reconstruction using a DJ model for the NorthGRIP site. PANGAEA, https://doi.org/10.1594/PANGAEA.871564, 
	In supplement to: Gkinis, V et al. (2014): Water isotope diffusion rates from the NorthGRIP ice core for the last 16,000 years – Glaciological and paleoclimatic implications. Earth and Planetary Science Letters, 405, 132-141, https://doi.org/10.1016/j.epsl.2014.08.022
Project(s):	North Greenland Ice Core Project (NGRIP) (URI: http://www.gfy.ku.dk/~www-glac/ngrip/index_eng.htm)
Coverage:	LATITUDE: 75.100000 * LONGITUDE: -42.320000
	DATE/TIME START: 1996-07-01T00:00:00 * DATE/TIME END: 1996-07-01T00:00:00
	MINIMUM DEPTH, ice/snow: 22.375 m * MAXIMUM DEPTH, ice/snow: 1635.375 m
Event(s):	NGRIP * LATITUDE: 75.100000 * LONGITUDE: -42.320000 * DATE/TIME: 1996-07-01T00:00:00 * ELEVATION: 2925.0 m * CAMPAIGN: NGRIP * BASIS: Sampling/drilling ice * METHOD/DEVICE: Ice drill (ICEDRILL)
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE * PI: Gkinis, Vasileios (https://orcid.org/0000-0002-5910-1549, v.gkinis@nbi.ku.dk, http://www.nbi.ku.dk/english/staff/?pure=en/persons/339558)
	Age [ka b2k] (Age) * PI: Gkinis, Vasileios (https://orcid.org/0000-0002-5910-1549, v.gkinis@nbi.ku.dk, http://www.nbi.ku.dk/english/staff/?pure=en/persons/339558)
	Accumulation rate in ice equivalent per year [m/a] (Acc rate ice per year) * PI: Gkinis, Vasileios (https://orcid.org/0000-0002-5910-1549, v.gkinis@nbi.ku.dk, http://www.nbi.ku.dk/english/staff/?pure=en/persons/339558)
	Annual layer thickness [m] (Ann layer thick) * PI: Gkinis, Vasileios (https://orcid.org/0000-0002-5910-1549, v.gkinis@nbi.ku.dk, http://www.nbi.ku.dk/english/staff/?pure=en/persons/339558) * COMMENT: The annual layer thickness lambda is based on the GICC05 chronology
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	9681 data points
*/
Depth ice/snow [m]	Age [ka b2k]	Acc rate ice per year [m/a]	Ann layer thick [m]
1326.375	9.2833	0.1765	0.0848
1326.875	9.2894	0.1737	0.0834
1327.375	9.2956	0.1709	0.0820
1327.875	9.3019	0.1679	0.0805
1328.375	9.3085	0.1646	0.0789
1328.875	9.3151	0.1612	0.0772
1329.375	9.3215	0.1595	0.0764
1329.875	9.3277	0.1628	0.0779
1330.375	9.3339	0.1661	0.0795
1330.875	9.3401	0.1694	0.0810
1331.375	9.3459	0.1719	0.0822
1331.875	9.3518	0.1744	0.0834
1332.375	9.3577	0.1770	0.0845
1332.875	9.3634	0.1796	0.0858
1333.375	9.3690	0.1823	0.0870
1333.875	9.3746	0.1850	0.0883
1334.375	9.3802	0.1877	0.0895
1334.875	9.3857	0.1886	0.0899
1335.375	9.3912	0.1896	0.0903
1335.875	9.3966	0.1905	0.0907
1336.375	9.4024	0.1887	0.0899
1336.875	9.4085	0.1827	0.0869
1337.375	9.4147	0.1766	0.0840
1337.875	9.4207	0.1719	0.0817
1338.375	9.4265	0.1755	0.0834
1338.875	9.4322	0.1792	0.0852
1339.375	9.4379	0.1829	0.0869
1339.875	9.4438	0.1825	0.0866
1340.375	9.4498	0.1797	0.0853
1340.875	9.4558	0.1770	0.0839
1341.375	9.4618	0.1756	0.0833
1341.875	9.4676	0.1775	0.0841
1342.375	9.4734	0.1795	0.0850
1342.875	9.4792	0.1814	0.0859
1343.375	9.4849	0.1832	0.0867
1343.875	9.4905	0.1851	0.0876
1344.375	9.4961	0.1870	0.0884
1344.875	9.5018	0.1874	0.0886
1345.375	9.5078	0.1847	0.0873
1345.875	9.5137	0.1819	0.0859
1346.375	9.5196	0.1792	0.0846
1346.875	9.5264	0.1713	0.0808
1347.375	9.5332	0.1630	0.0769
1347.875	9.5401	0.1549	0.0730
1348.375	9.5461	0.1610	0.0759
1348.875	9.5522	0.1672	0.0788
1349.375	9.5582	0.1734	0.0817
1349.875	9.5643	0.1750	0.0824
1350.375	9.5704	0.1748	0.0822
1350.875	9.5765	0.1745	0.0821
1351.375	9.5828	0.1724	0.0811
1351.875	9.5895	0.1679	0.0789
1352.375	9.5961	0.1634	0.0768
1352.875	9.6023	0.1644	0.0772
1353.375	9.6078	0.1733	0.0813
1353.875	9.6133	0.1822	0.0855
1354.375	9.6188	0.1911	0.0896
1354.875	9.6248	0.1890	0.0886
1355.375	9.6308	0.1839	0.0862
1355.875	9.6369	0.1788	0.0837
1356.375	9.6430	0.1762	0.0825
1356.875	9.6490	0.1763	0.0825
1357.375	9.6551	0.1764	0.0825
1357.875	9.6612	0.1759	0.0823
1358.375	9.6676	0.1733	0.0810
1358.875	9.6739	0.1706	0.0797
1359.375	9.6803	0.1680	0.0785
1359.875	9.6869	0.1663	0.0776
1360.375	9.6935	0.1646	0.0768
1360.875	9.7001	0.1630	0.0760
1361.375	9.7062	0.1670	0.0778
1361.875	9.7123	0.1710	0.0797
1362.375	9.7184	0.1750	0.0815
1362.875	9.7243	0.1771	0.0824
1363.375	9.7303	0.1784	0.0830
1363.875	9.7362	0.1798	0.0836
1364.375	9.7423	0.1802	0.0838
1364.875	9.7484	0.1789	0.0832
1365.375	9.7545	0.1777	0.0826
1365.875	9.7606	0.1763	0.0819
1366.375	9.7670	0.1737	0.0806
1366.875	9.7734	0.1710	0.0793
1367.375	9.7798	0.1683	0.0780
1367.875	9.7858	0.1720	0.0797
1368.375	9.7917	0.1759	0.0815
1368.875	9.7977	0.1799	0.0833
1369.375	9.8037	0.1806	0.0836
1369.875	9.8098	0.1794	0.0830
1370.375	9.8159	0.1782	0.0824
1370.875	9.8228	0.1700	0.0786
1371.375	9.8315	0.1477	0.0682
1371.875	9.8401	0.1257	0.0581
1372.375	9.8464	0.1399	0.0646
1372.875	9.8528	0.1541	0.0711
1373.375	9.8592	0.1683	0.0777
1373.875	9.8651	0.1741	0.0803
1374.375	9.8709	0.1786	0.0823
1374.875	9.8768	0.1831	0.0844
1375.375	9.8829	0.1831	0.0843
1375.875	9.8894	0.1776	0.0818
1376.375	9.8958	0.1721	0.0792
1376.875	9.9023	0.1679	0.0772
1377.375	9.9090	0.1661	0.0764
1377.875	9.9157	0.1644	0.0755
1378.375	9.9223	0.1635	0.0751
1378.875	9.9289	0.1643	0.0754
1379.375	9.9355	0.1651	0.0758
1379.875	9.9421	0.1653	0.0758
1380.375	9.9488	0.1643	0.0753
1380.875	9.9555	0.1633	0.0748
1381.375	9.9621	0.1636	0.0750
1381.875	9.9684	0.1668	0.0764
1382.375	9.9747	0.1700	0.0778
1382.875	9.9811	0.1725	0.0789
1383.375	9.9875	0.1715	0.0784
1383.875	9.9940	0.1705	0.0779
1384.375	10.0005	0.1696	0.0775
1384.875	10.0069	0.1693	0.0773
1385.375	10.0134	0.1690	0.0772
1385.875	10.0199	0.1687	0.0770
1386.375	10.0266	0.1670	0.0762
1386.875	10.0334	0.1652	0.0753
1387.375	10.0401	0.1635	0.0745
1387.875	10.0470	0.1620	0.0738
1388.375	10.0539	0.1606	0.0731
1388.875	10.0608	0.1591	0.0724
1389.375	10.0679	0.1576	0.0717
1389.875	10.0750	0.1561	0.0710
1390.375	10.0819	0.1560	0.0709
1390.875	10.0887	0.1590	0.0722
1391.375	10.0954	0.1620	0.0736
1391.875	10.1021	0.1638	0.0743
1392.375	10.1090	0.1627	0.0738
1392.875	10.1158	0.1616	0.0733
1393.375	10.1227	0.1606	0.0728
1393.875	10.1297	0.1595	0.0723
1394.375	10.1367	0.1584	0.0717
1394.875	10.1437	0.1581	0.0716
1395.375	10.1506	0.1586	0.0718
1395.875	10.1576	0.1590	0.0719
1396.375	10.1642	0.1620	0.0733
1396.875	10.1706	0.1663	0.0752
1397.375	10.1770	0.1707	0.0771
1397.875	10.1835	0.1720	0.0777
1398.375	10.1901	0.1706	0.0770
1398.875	10.1966	0.1692	0.0763
1399.375	10.2035	0.1666	0.0751
1399.875	10.2105	0.1628	0.0734
1400.375	10.2175	0.1589	0.0716
1400.875	10.2243	0.1600	0.0721
1401.375	10.2309	0.1637	0.0737
1401.875	10.2374	0.1675	0.0754
1402.375	10.2442	0.1673	0.0753
1402.875	10.2511	0.1647	0.0741
1403.375	10.2580	0.1621	0.0728
1403.875	10.2647	0.1632	0.0733
1404.375	10.2712	0.1659	0.0745
1404.875	10.2778	0.1685	0.0756
1405.375	10.2848	0.1662	0.0746
1405.875	10.2919	0.1615	0.0724
1406.375	10.2991	0.1568	0.0703
1406.875	10.3059	0.1586	0.0710
1407.375	10.3127	0.1613	0.0722
1407.875	10.3195	0.1640	0.0734
1408.375	10.3262	0.1657	0.0741
1408.875	10.3328	0.1672	0.0748
1409.375	10.3394	0.1688	0.0754
1409.875	10.3467	0.1630	0.0728
1410.375	10.3541	0.1564	0.0698
1410.875	10.3615	0.1514	0.0676
1411.375	10.3688	0.1523	0.0679
1411.875	10.3761	0.1532	0.0683
1412.375	10.3835	0.1531	0.0682
1412.875	10.3910	0.1519	0.0677
1413.375	10.3984	0.1507	0.0671
1413.875	10.4060	0.1498	0.0667
1414.375	10.4136	0.1490	0.0663
1414.875	10.4211	0.1488	0.0662
1415.375	10.4283	0.1513	0.0673
1415.875	10.4356	0.1538	0.0683
1416.375	10.4430	0.1543	0.0686
1416.875	10.4505	0.1519	0.0674
1417.375	10.4581	0.1494	0.0663
1417.875	10.4656	0.1494	0.0663
1418.375	10.4731	0.1503	0.0667
1418.875	10.4805	0.1513	0.0671
1419.375	10.4878	0.1530	0.0678
1419.875	10.4950	0.1547	0.0685
1420.375	10.5023	0.1552	0.0687
1420.875	10.5098	0.1532	0.0678
1421.375	10.5174	0.1511	0.0668
1421.875	10.5249	0.1502	0.0664
1422.375	10.5325	0.1498	0.0662
1422.875	10.5401	0.1495	0.0660
1423.375	10.5474	0.1512	0.0667
1423.875	10.5548	0.1530	0.0675
1424.375	10.5621	0.1542	0.0680
1424.875	10.5695	0.1543	0.0680
1425.375	10.5768	0.1543	0.0680
1425.875	10.5843	0.1539	0.0678
1426.375	10.5917	0.1532	0.0674
1426.875	10.5992	0.1524	0.0670
1427.375	10.6069	0.1504	0.0661
1427.875	10.6147	0.1483	0.0652
1428.375	10.6223	0.1472	0.0647
1428.875	10.6299	0.1486	0.0652
1429.375	10.6375	0.1499	0.0658
1429.875	10.6451	0.1501	0.0659
1430.375	10.6527	0.1498	0.0657
1430.875	10.6604	0.1495	0.0656
1431.375	10.6677	0.1521	0.0666
1431.875	10.6750	0.1547	0.0677
1432.375	10.6824	0.1552	0.0680
1432.875	10.6902	0.1513	0.0662
1433.375	10.6980	0.1473	0.0644
1433.875	10.7056	0.1483	0.0648
1434.375	10.7131	0.1509	0.0660
1434.875	10.7206	0.1532	0.0669
1435.375	10.7284	0.1501	0.0655
1435.875	10.7363	0.1470	0.0641
1436.375	10.7440	0.1467	0.0640
1436.875	10.7516	0.1490	0.0649
1437.375	10.7592	0.1512	0.0659
1437.875	10.7670	0.1499	0.0653
1438.375	10.7748	0.1482	0.0645
1438.875	10.7827	0.1460	0.0635
1439.375	10.7910	0.1427	0.0621
1439.875	10.7993	0.1394	0.0606
1440.375	10.8073	0.1405	0.0611
1440.875	10.8154	0.1419	0.0617
1441.375	10.8234	0.1436	0.0623
1441.875	10.8312	0.1454	0.0631
1442.375	10.8390	0.1473	0.0639
1442.875	10.8464	0.1506	0.0653
1443.375	10.8538	0.1540	0.0668
1443.875	10.8611	0.1567	0.0679
1444.375	10.8687	0.1550	0.0671
1444.875	10.8763	0.1534	0.0664
1445.375	10.8842	0.1499	0.0648
1445.875	10.8925	0.1447	0.0626
1446.375	10.9008	0.1399	0.0605
1446.875	10.9091	0.1395	0.0603
1447.375	10.9174	0.1391	0.0601
1447.875	10.9262	0.1358	0.0586
1448.375	10.9352	0.1311	0.0566
1448.875	10.9437	0.1323	0.0571
1449.375	10.9515	0.1401	0.0604
1449.875	10.9593	0.1479	0.0637
1450.375	10.9682	0.1405	0.0605
1450.875	10.9772	0.1317	0.0567
1451.375	10.9855	0.1338	0.0576
1451.875	10.9934	0.1408	0.0605
1452.375	11.0014	0.1465	0.0630
1452.875	11.0094	0.1461	0.0628
1453.375	11.0174	0.1457	0.0626
1453.875	11.0255	0.1443	0.0619
1454.375	11.0338	0.1425	0.0611
1454.875	11.0420	0.1413	0.0606
1455.375	11.0502	0.1423	0.0610
1455.875	11.0583	0.1434	0.0614
1456.375	11.0666	0.1425	0.0610
1456.875	11.0749	0.1411	0.0604
1457.375	11.0832	0.1403	0.0600
1457.875	11.0916	0.1403	0.0600
1458.375	11.0999	0.1404	0.0600
1458.875	11.1082	0.1409	0.0602
1459.375	11.1164	0.1415	0.0604
1459.875	11.1245	0.1431	0.0611
1460.375	11.1325	0.1455	0.0621
1460.875	11.1404	0.1474	0.0628
1461.375	11.1494	0.1401	0.0597
1461.875	11.1583	0.1329	0.0566
1462.375	11.1668	0.1343	0.0572
1462.875	11.1752	0.1378	0.0587
1463.375	11.1836	0.1403	0.0597
1463.875	11.1918	0.1413	0.0601
1464.375	11.2001	0.1423	0.0605
1464.875	11.2088	0.1393	0.0592
1465.375	11.2175	0.1363	0.0579
1465.875	11.2262	0.1355	0.0575
1466.375	11.2349	0.1356	0.0575
1466.875	11.2433	0.1372	0.0582
1467.375	11.2515	0.1411	0.0598
1467.875	11.2596	0.1450	0.0614
1468.375	11.2677	0.1453	0.0615
1468.875	11.2759	0.1453	0.0615
1469.375	11.2840	0.1454	0.0615
1469.875	11.2921	0.1455	0.0615
1470.375	11.3003	0.1454	0.0614
1470.875	11.3090	0.1414	0.0597
1471.375	11.3177	0.1373	0.0580
1471.875	11.3263	0.1363	0.0575
1472.375	11.3350	0.1363	0.0575
1472.875	11.3435	0.1378	0.0581
1473.375	11.3517	0.1413	0.0596
1473.875	11.3599	0.1448	0.0610
1474.375	11.3687	0.1408	0.0593
1474.875	11.3775	0.1367	0.0575
1475.375	11.3862	0.1355	0.0570
1475.875	11.3950	0.1356	0.0570
1476.375	11.4040	0.1340	0.0563
1476.875	11.4134	0.1301	0.0547
1477.375	11.4231	0.1248	0.0524
1477.875	11.4339	0.1159	0.0486
1478.375	11.4443	0.1124	0.0472
1478.875	11.4544	0.1161	0.0487
1479.375	11.4646	0.1179	0.0494
1479.875	11.4748	0.1173	0.0491
1480.375	11.4844	0.1205	0.0504
1480.875	11.4934	0.1275	0.0534
1481.375	11.5025	0.1323	0.0553
1481.875	11.5118	0.1307	0.0546
1482.375	11.5210	0.1293	0.0540
1482.875	11.5302	0.1299	0.0543
1483.375	11.5394	0.1305	0.0545
1483.875	11.5479	0.1349	0.0563
1484.375	11.5564	0.1395	0.0582
1484.875	11.5652	0.1391	0.0580
1485.375	11.5743	0.1348	0.0561
1485.875	11.5829	0.1349	0.0562
1486.375	11.5909	0.1426	0.0593
1486.875	11.5988	0.1503	0.0625
1487.375	11.6074	0.1466	0.0610
1487.875	11.6161	0.1409	0.0586
1488.375	11.6247	0.1387	0.0576
1488.875	11.6334	0.1393	0.0578
1489.375	11.6419	0.1400	0.0581
1489.875	11.6504	0.1411	0.0585
1490.375	11.6589	0.1421	0.0589
1490.875	11.6686	0.1335	0.0553
1491.375	11.6785	0.1234	0.0511
1491.875	11.6897	0.1144	0.0474
1492.375	11.7015	0.1039	0.0430
1492.875	11.7179	0.0772	0.0319
1493.375	11.7328	0.0792	0.0327
1493.875	11.7480	0.0803	0.0332
1494.375	11.7639	0.0763	0.0315
1494.875	11.7809	0.0714	0.0295
1495.375	11.7981	0.0704	0.0290
1495.875	11.8141	0.0746	0.0308
1496.375	11.8302	0.0758	0.0312
1496.875	11.8468	0.0731	0.0301
1497.375	11.8645	0.0689	0.0284
1497.875	11.8824	0.0677	0.0279
1498.375	11.9009	0.0658	0.0271
1498.875	11.9181	0.0700	0.0288
1499.375	11.9348	0.0723	0.0297
1499.875	11.9511	0.0744	0.0306
1500.375	11.9676	0.0741	0.0304
1500.875	11.9849	0.0707	0.0290
1501.375	12.0030	0.0672	0.0276
1501.875	12.0208	0.0687	0.0282
1502.375	12.0359	0.0780	0.0320
1502.875	12.0526	0.0744	0.0305
1503.375	12.0702	0.0696	0.0285
1503.875	12.0875	0.0702	0.0287
1504.375	12.1047	0.0713	0.0292
1504.875	12.1233	0.0656	0.0268
1505.375	12.1410	0.0694	0.0284
1505.875	12.1602	0.0636	0.0260
1506.375	12.1802	0.0613	0.0250
1506.875	12.1977	0.0688	0.0281
1507.375	12.2158	0.0679	0.0277
1507.875	12.2343	0.0666	0.0271
1508.375	12.2525	0.0670	0.0273
1508.875	12.2695	0.0716	0.0292
1509.375	12.2865	0.0729	0.0297
1509.875	12.3049	0.0666	0.0271
1510.375	12.3235	0.0663	0.0270
1510.875	12.3434	0.0617	0.0251
1511.375	12.3614	0.0683	0.0277
1511.875	12.3816	0.0612	0.0248
1512.375	12.3988	0.0708	0.0287
1512.875	12.4172	0.0672	0.0273
1513.375	12.4339	0.0726	0.0294
1513.875	12.4498	0.0770	0.0312
1514.375	12.4664	0.0754	0.0306
1514.875	12.4848	0.0670	0.0271
1515.375	12.5037	0.0654	0.0265
1515.875	12.5213	0.0702	0.0284
1516.375	12.5398	0.0668	0.0270
1516.875	12.5594	0.0632	0.0255
1517.375	12.5770	0.0694	0.0281
1517.875	12.5973	0.0609	0.0246
1518.375	12.6193	0.0559	0.0226
1518.875	12.6390	0.0628	0.0254
1519.375	12.6558	0.0721	0.0291
1519.875	12.6739	0.0693	0.0279
1520.375	12.6922	0.0678	0.0273
1520.875	12.7092	0.0723	0.0291
1521.375	12.7254	0.0767	0.0309
1521.875	12.7420	0.0749	0.0301
1522.375	12.7605	0.0672	0.0270
1522.875	12.7787	0.0683	0.0275
1523.375	12.7975	0.0663	0.0266
1523.875	12.8150	0.0707	0.0284
1524.375	12.8304	0.0788	0.0316
1524.875	12.8458	0.0818	0.0328
1525.375	12.8623	0.0754	0.0302
1525.875	12.8780	0.0793	0.0318
1526.375	12.8919	0.0866	0.0347
1526.875	12.9055	0.0918	0.0368
1527.375	12.9188	0.0935	0.0374
1527.875	12.9311	0.0986	0.0394
1528.375	12.9436	0.1007	0.0403
1528.875	12.9572	0.0940	0.0376
1529.375	12.9701	0.0952	0.0380
1529.875	12.9824	0.1005	0.0401
1530.375	12.9927	0.1128	0.0450
1530.875	13.0038	0.1169	0.0466
1531.375	13.0168	0.1006	0.0401
1531.875	13.0299	0.0960	0.0383
1532.375	13.0427	0.0971	0.0387
1532.875	13.0543	0.1044	0.0416
1533.375	13.0669	0.1029	0.0409
1533.875	13.0804	0.0929	0.0369
1534.375	13.0949	0.0884	0.0351
1534.875	13.1098	0.0850	0.0338
1535.375	13.1249	0.0837	0.0332
1535.875	13.1396	0.0856	0.0340
1536.375	13.1545	0.0848	0.0336
1536.875	13.1694	0.0845	0.0335
1537.375	13.1841	0.0856	0.0339
1537.875	13.1982	0.0891	0.0353
1538.375	13.2124	0.0889	0.0352
1538.875	13.2264	0.0897	0.0355
1539.375	13.2402	0.0922	0.0365
1539.875	13.2560	0.0822	0.0325
1540.375	13.2694	0.0898	0.0355
1540.875	13.2818	0.1018	0.0402
1541.375	13.2935	0.1056	0.0417
1541.875	13.3054	0.1070	0.0422
1542.375	13.3175	0.1055	0.0416
1542.875	13.3289	0.1086	0.0428
1543.375	13.3401	0.1129	0.0445
1543.875	13.3522	0.1084	0.0427
1544.375	13.3643	0.1051	0.0414
1544.875	13.3765	0.1044	0.0411
1545.375	13.3877	0.1092	0.0429
1545.875	13.3986	0.1161	0.0456
1546.375	13.4104	0.1118	0.0439
1546.875	13.4220	0.1086	0.0426
1547.375	13.4323	0.1172	0.0460
1547.875	13.4431	0.1202	0.0472
1548.375	13.4556	0.1067	0.0419
1548.875	13.4671	0.1071	0.0420
1549.375	13.4781	0.1148	0.0450
1549.875	13.4895	0.1138	0.0445
1550.375	13.5010	0.1116	0.0437
1550.875	13.5116	0.1164	0.0455
1551.375	13.5223	0.1196	0.0468
1551.875	13.5334	0.1168	0.0457
1552.375	13.5441	0.1176	0.0459
1552.875	13.5542	0.1235	0.0482
1553.375	13.5654	0.1199	0.0468
1553.875	13.5781	0.1037	0.0404
1554.375	13.5906	0.1020	0.0398
1554.875	13.6033	0.1016	0.0396
1555.375	13.6167	0.0974	0.0379
1555.875	13.6299	0.0970	0.0377
1556.375	13.6428	0.0987	0.0384
1556.875	13.6550	0.1035	0.0403
1557.375	13.6673	0.1050	0.0408
1557.875	13.6796	0.1043	0.0405
1558.375	13.6902	0.1135	0.0441
1558.875	13.7008	0.1220	0.0474
1559.375	13.7122	0.1170	0.0454
1559.875	13.7234	0.1139	0.0442
1560.375	13.7346	0.1154	0.0447
1560.875	13.7457	0.1158	0.0449
1561.375	13.7570	0.1151	0.0446
1561.875	13.7679	0.1165	0.0451
1562.375	13.7788	0.1187	0.0459
1562.875	13.7896	0.1196	0.0462
1563.375	13.8003	0.1204	0.0465
1563.875	13.8105	0.1238	0.0478
1564.375	13.8208	0.1263	0.0488
1564.875	13.8324	0.1173	0.0453
1565.375	13.8436	0.1139	0.0439
1565.875	13.8541	0.1207	0.0465
1566.375	13.8643	0.1257	0.0484
1566.875	13.8743	0.1284	0.0494
1567.375	13.8848	0.1268	0.0488
1567.875	13.8959	0.1196	0.0460
1568.375	13.9068	0.1179	0.0453
1568.875	13.9177	0.1194	0.0459
1569.375	13.9281	0.1224	0.0470
1569.875	13.9385	0.1258	0.0483
1570.375	13.9506	0.1146	0.0440
1570.875	13.9633	0.1034	0.0397
1571.375	13.9764	0.1000	0.0384
1571.875	13.9897	0.0985	0.0378
1572.375	14.0032	0.0971	0.0372
1572.875	14.0173	0.0934	0.0358
1573.375	14.0331	0.0851	0.0326
1573.875	14.0483	0.0848	0.0324
1574.375	14.0625	0.0913	0.0349
1574.875	14.0759	0.0965	0.0369
1575.375	14.0879	0.1044	0.0399
1575.875	14.0994	0.1135	0.0433
1576.375	14.1109	0.1140	0.0435
1576.875	14.1226	0.1132	0.0432
1577.375	14.1348	0.1093	0.0417
1577.875	14.1460	0.1128	0.0430
1578.375	14.1565	0.1218	0.0464
1578.875	14.1688	0.1138	0.0433
1579.375	14.1817	0.1013	0.0385
1579.875	14.1929	0.1110	0.0422
1580.375	14.2037	0.1196	0.0454
1580.875	14.2138	0.1263	0.0480
1581.375	14.2240	0.1301	0.0494
1581.875	14.2342	0.1295	0.0491
1582.375	14.2443	0.1298	0.0492
1582.875	14.2543	0.1312	0.0497
1583.375	14.2648	0.1288	0.0488
1583.875	14.2759	0.1216	0.0460
1584.375	14.2857	0.1265	0.0479
1584.875	14.2948	0.1385	0.0524
1585.375	14.3041	0.1444	0.0546
1585.875	14.3135	0.1420	0.0537
1586.375	14.3230	0.1395	0.0527
1586.875	14.3328	0.1370	0.0517
1587.375	14.3427	0.1348	0.0509
1587.875	14.3527	0.1335	0.0504
1588.375	14.3628	0.1319	0.0497
1588.875	14.3732	0.1292	0.0487
1589.375	14.3836	0.1275	0.0480
1589.875	14.3941	0.1275	0.0480
1590.375	14.4045	0.1276	0.0480
1590.875	14.4149	0.1276	0.0480
1591.375	14.4253	0.1277	0.0480
1591.875	14.4357	0.1278	0.0480
1592.375	14.4456	0.1315	0.0494
1592.875	14.4550	0.1379	0.0517
1593.375	14.4644	0.1416	0.0531
1593.875	14.4737	0.1423	0.0533
1594.375	14.4839	0.1367	0.0512
1594.875	14.4958	0.1185	0.0444
1595.375	14.5061	0.1215	0.0455
1595.875	14.5154	0.1359	0.0509
1596.375	14.5247	0.1437	0.0537
1596.875	14.5339	0.1450	0.0542
1597.375	14.5430	0.1463	0.0546
1597.875	14.5520	0.1476	0.0551
1598.375	14.5610	0.1490	0.0556
1598.875	14.5697	0.1514	0.0565
1599.375	14.5783	0.1538	0.0573
1599.875	14.5877	0.1491	0.0556
1600.375	14.5972	0.1428	0.0532
1600.875	14.6081	0.1318	0.0491
1601.375	14.6194	0.1189	0.0442
1601.875	14.6303	0.1211	0.0450
1602.375	14.6411	0.1243	0.0462
1602.875	14.6512	0.1291	0.0480
1603.375	14.6615	0.1320	0.0490
1603.875	14.6731	0.1218	0.0452
1604.375	14.6857	0.1105	0.0410
1604.875	14.6996	0.0975	0.0361
1605.375	14.7198	0.0664	0.0246
1605.875	14.7371	0.0765	0.0283
1606.375	14.7557	0.0730	0.0270
1606.875	14.7731	0.0769	0.0285
1607.375	14.7898	0.0804	0.0297
1607.875	14.8065	0.0811	0.0300
1608.375	14.8237	0.0792	0.0293
1608.875	14.8427	0.0711	0.0263
1609.375	14.8606	0.0757	0.0279
1609.875	14.8798	0.0705	0.0260
1610.375	14.8994	0.0692	0.0255
1610.875	14.9190	0.0692	0.0255
1611.375	14.9402	0.0638	0.0235
1611.875	14.9619	0.0626	0.0230
1612.375	14.9828	0.0650	0.0239
1612.875	15.0018	0.0715	0.0263
1613.375	15.0228	0.0650	0.0239
1613.875	15.0467	0.0572	0.0210
1614.375	15.0681	0.0637	0.0234
1614.875	15.0891	0.0648	0.0238
1615.375	15.1117	0.0601	0.0220
1615.875	15.1351	0.0583	0.0214
1616.375	15.1593	0.0560	0.0205
1616.875	15.1815	0.0617	0.0226
1617.375	15.2027	0.0643	0.0235
1617.875	15.2264	0.0578	0.0211
1618.375	15.2480	0.0637	0.0233
1618.875	15.2691	0.0645	0.0236
1619.375	15.2900	0.0657	0.0240
1619.875	15.3102	0.0677	0.0247
1620.375	15.3318	0.0633	0.0231
1620.875	15.3537	0.0626	0.0228
1621.375	15.3765	0.0597	0.0218
1621.875	15.3981	0.0639	0.0233
1622.375	15.4198	0.0631	0.0230
1622.875	15.4420	0.0616	0.0224
1623.375	15.4642	0.0622	0.0226
1623.875	15.4844	0.0681	0.0248
1624.375	15.5054	0.0653	0.0237
1624.875	15.5272	0.0633	0.0230
1625.375	15.5495	0.0613	0.0223
1625.875	15.5728	0.0592	0.0215
1626.375	15.5968	0.0569	0.0207
1626.875	15.6202	0.0593	0.0215
1627.375	15.6418	0.0640	0.0232
1627.875	15.6664	0.0561	0.0203
1628.375	15.6908	0.0565	0.0205
1628.875	15.7150	0.0573	0.0208
1629.375	15.7384	0.0593	0.0215
1629.875	15.7633	0.0553	0.0200
1630.375	15.7885	0.0548	0.0198
1630.875	15.8120	0.0598	0.0216
1631.375	15.8340	0.0627	0.0226
1631.875	15.8552	0.0655	0.0236
1632.375	15.8745	0.0716	0.0258
1632.875	15.8961	0.0634	0.0229
1633.375	15.9198	0.0583	0.0210
1633.875	15.9418	0.0630	0.0227
1634.375	15.9625	0.0672	0.0242
1634.875	15.9846	0.0631	0.0227
1635.375	16.0052	0.0673	0.0242
